GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 260411B,,"Fermi/GBM, SVOM/GRM, TERI, GECAM-B, Glowbug, IPN, Fermi/LAT, Konus-Wind",83.2,2.8,1.0,44262,2026-04-11,08:04:35,44329,55.6,,44332.0,"L, L?","44266, 44268, 44684, 44285, 44312, 44329, 44262, 44277, 44263, 44332","10-1000 keV, 15-5000 keV",<3.5,44274,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260411A,,"Fermi/GBM, SVOM/GRM",153.6,12.0,9.6,44261,2026-04-11,06:36:28,44261,2.0,3.2,44270.0,S?,"44261, 44270",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 260410B,,"Fermi/GBM, SVOM/GRM, Insight-HXMT/HE",4.2,37.7,5.6,44255,2026-04-10,12:22:26,44255,0.2,0.12,44257.0,"S?, S","44255, 44257, 44288, 44273","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260410A,,"Insight-HXMT/HE, Konus-Wind, Fermi/LAT, CALET, Fermi/GBM, Glowbug",110.67,-20.94,0.17,44253,2026-04-10,07:03:55.848000,44290,0.38,,44290.0,"S, S?","44287, 44286, 44253, 44283, 44258, 44252, 44290",10-1000 keV,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 260409A,,"Fermi/GBM, Insight-HXMT/HE",298.8,61.6,2.0,44249,2026-04-09,17:32:45,44249,43.0,6.0,44267.0,L?,"44249, 44267",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing"
GRB 260407B,,SVOM/GRM,,,,44269,2026-04-07,10:58:55.900000,44269,0.11,0.06,44269.0,S,44269,15-5000 keV,,,Possible magnetar X-ray burst.,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing"
GRB 260407A,,"Fermi/GBM, CALET, Insight-HXMT/HE, GECAM-B, Glowbug, TERI",71.4,28.2,2.1,44226,2026-04-07,09:11:06.110000,44242,22.6,5.0,44242.0,"L?, L","44226, 44242, 44245, 44246, 44237, 44683",,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation"
GRB 260404A,,Fermi/GBM,165.79,-48.56,18.12,44238,2026-04-04,23:57:08.960000,44238,,,,S?,44238,,,,,"Detection, Localization, Gamma-ray"
GRB 260403A,,"GECAM-B, AstroSat/CZTI, Fermi/GBM",236.2,-31.0,5.0,44195,2026-04-03,02:31:27,44195,34.0,14.0,44202.0,"L, L?","44217, 44202, 44195",20-200 keV,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260402C,,"NuSTAR, AstroSat/CZTI",,,,44198,2026-04-02,13:13:00,44198,27.0,4.0,44197.0,L,"44198, 44197",20-200 keV,,,,"Detection, Timing"
GRB 260402B,,"GECAM-B, Fermi/GBM",238.4,0.2,11.4,44193,2026-04-02,22:57:17,44193,2.0,1.0,44200.0,L?,"44200, 44193",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260401A,,"NuSTAR, SVOM/GRM, MAXI/GSC, GECAM-B, GRID, Fermi/GBM, CALET",219.942,-17.349,0.06,44176,2026-04-01,10:53:19,44176,28.8,0.2,44187.0,"L, L?","44178, 44188, 44176, 44187, 44228, 44179, 44177, 44175, 44174","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Upper Limit; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 260330A,,"Glowbug, Fermi/GBM",93.6,-44.6,2.8,44151,2026-03-30,03:40:18.400000,44161,16.0,,44161.0,L?,"44161, 44151",,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260327A,,"Insight-HXMT/HE, AstroSat/CZTI",,,,44148,2026-03-27,02:28:49.450000,44130,88.0,4.0,44130.0,L,"44148, 44130",100-500 keV,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing"
GRB 260326A,,"Fermi/GBM, Insight-HXMT/HE, GRID",97.9,25.4,1.0,44115,2026-03-26,01:18:28,44138,13.3,0.6,44138.0,"L?, L","44115, 44143, 44118, 44138",10-1000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 260325A,,Fermi/GBM,113.3,-59.7,3.2,44116,2026-03-25,23:39:37.550000,44116,,,,L?,44116,,,,,"Detection, Localization, Gamma-ray"
GRB 260323A,,Fermi/GBM,100.1,-77.1,5.5,44097,2026-03-23,23:51:27,44097,,,,L?,44097,,,,,"Detection, Localization, Gamma-ray"
GRB 260322A,,Fermi/GBM,301.0,-61.8,7.9,44094,2026-03-22,10:45:40,44094,,,,S?,44094,,,,,"Detection, Localization, Gamma-ray"
GRB 260320A,,"NuSTAR, GRID, Konus-Wind, IPN, Insight-HXMT/HE, Glowbug",316.117,6.388,,44121,2026-03-20,19:40:01.257000,44167,13.1,,44167.0,L,"44064, 44109, 44167, 44121, 44077, 44093",,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, X-ray, Timing; Detection, Gamma-ray, Timing"
GRB 260318A,,"Glowbug, Fermi/GBM, GECAM-B, SVOM/GRM",303.6,57.0,1.0,44049,2026-03-18,22:35:47,44049,28.5,8.0,44055.0,L?,"44066, 44049, 44052, 44055",15-5000 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260317A,,Fermi/GBM,255.62,-18.51,13.33,44041,2026-03-17,20:01:51.980000,44041,,,,S?,44041,,,,,"Detection, Localization, Gamma-ray"
GRB 260316B,,"SVOM/GRM, Konus-Wind, IPN, GECAM-B, AstroSat/CZTI, Fermi/GBM, CALET",305.5,-79.3,3.2,44031,2026-03-16,17:12:52,44031,4.9,2.5,44035.0,"L, L?","44039, 44166, 44111, 44040, 44035, 44031, 44165, 44100","15-5000 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 260316A,EP260316a,Fermi/GBM,,,,44029,2026-03-16,12:33:13,44029,4.0,,44029.0,,44029,,,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing"
GRB 260314A,,"Glowbug, GECAM-B, Fermi/GBM",260.2,62.9,8.2,43997,2026-03-14,00:58:49.312000,44028,6.1,,44028.0,L?,"44028, 44008, 43997",,,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray"
GRB 260313A,,Fermi/GBM,241.16,5.8,5.8,43995,2026-03-13,12:00:28,43987,,,,"L?, S","44047, 43987, 43995",,,,,"Detection, Gamma-ray; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray"
GRB 260312B,,"Fermi/GBM, GRID, AstroSat/CZTI, Glowbug",25.9,-3.9,1.9,43969,2026-03-12,09:46:45,43976,12.3,,43976.0,"L, L?","43970, 44018, 43989, 43976, 43969",20-200 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260312A,,Swift/BAT,351.609,-3.533,0.05,43965,2026-03-12,02:57:00,43965,30.0,,43965.0,,43965,,,,Solar flare. # 43966,"Detection, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 260311B,,Fermi/GBM,278.5,0.4,11.7,43964,2026-03-11,18:57:55,43964,,,,L?,43964,,,,,"Detection, Localization, Gamma-ray"
GRB 260311A,,Fermi/GBM,291.3,-43.5,10.8,43957,2026-03-11,03:35:40,43957,,,,S?,43957,,,,,"Detection, Localization, Gamma-ray"
GRB 260310B,,"Insight-HXMT/HE, GECAM-B, Fermi/GBM",119.6,12.9,6.7,43955,2026-03-10,21:41:23,43955,46.0,7.0,43967.0,L?,"43992, 43967, 43955",,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260310A,,"AstroSat/CZTI, NuSTAR, Fermi/GBM",213.6,78.7,4.3,43951,2026-03-10,04:57:10,43951,60.0,,43975.0,"L, L?","43958, 44063, 44278, 43975, 43951","100-500 keV, 3-79 keV, 10-1000 keV","0.153, 0.11, >0.7","43977, 43980, 44172, 44063, 43975, 44053, 43981, 44248, 44462, 44057, 43986, 44134, 43984",,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, X-ray, Optical, Spectroscopy, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray"
GRB 260308A,,"Insight-HXMT/HE, Fermi/GBM, SVOM/GRM",250.2,-32.6,3.6,43949,2026-03-08,20:05:52,43949,1.5,0.4,43960.0,"S?, S","43983, 43949, 43960",15-5000 keV,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260307A,,"Fermi/GBM, CALET, GECAM-B, Glowbug, TERI",209.07,29.03,2.88,43939,2026-03-07,11:27:56.490000,43982,4.6,0.5,43982.0,"L?, L","43939, 43982, 43961, 43950, 44682",,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation"
GRB 260305A,,"Fermi/GBM, Fermi/LAT",218.73,35.49,0.22,44408,2026-03-05,02:41:38,43920,41.473,,44408.0,L?,"43920, 44408",,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing"
GRB 260304A,,AstroSat/CZTI,,,,43918,2026-03-04,07:24:50.186000,43918,32.0,23.0,43918.0,L,43918,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 260303B,,"Fermi/GBM, AstroSat/CZTI, NuSTAR",13.0,-27.8,1.3,43908,2026-03-03,13:24:20,43907,11.0,3.0,43919.0,"L?, L","43907, 43919, 43914, 43908",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 260302A,,Fermi/GBM,239.3,-61.8,2.7,43895,2026-03-02,14:19:40,43895,,,,L?,43895,,,,,"Detection, Localization, Gamma-ray"
GRB 260226A,,"CALET, Konus-Wind, Fermi/LAT, Fermi/GBM, NuSTAR, Glowbug, AstroSat/CZTI, Insight-HXMT/HE",41.93,7.73,0.11,43850,2026-02-26,10:37:55,43840,173.0,,43851.0,"L, L?","43860, 43864, 43850, 43840, 43854, 43855, 43846, 43844, 43843, 43865, 43851","20-200 keV, 10-1000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Refined Localization, Gamma-ray; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, X-ray, Timing"
GRB 260225D,,"Glowbug, GRID, SVOM/GRM, TERI",94.7,13.8,7.0,43856,2026-02-25,19:51:28.700000,43890,1.96,0.08,43890.0,S,"43856, 43890, 43885, 44681",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation"
GRB 260225C,,Fermi/GBM,102.6,69.3,15.2,43836,2026-02-25,18:55:39,43836,,,,L?,43836,,,,,"Detection, Localization, Gamma-ray"
GRB 260225B,,"SVOM/GRM, Fermi/GBM",326.4,0.9,1.8,43833,2026-02-25,15:14:07,43833,49.0,26.0,43883.0,L?,"43883, 43833",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260223A,,"Fermi/GBM, SVOM/GRM, GRID, Glowbug",110.5,-29.4,1.7,43808,2026-02-23,04:11:09,43871,22.2,3.0,43871.0,"L?, L","43808, 43815, 43810, 43871, 43835, 43824","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260222A,,Fermi/GBM,336.2,61.7,4.4,43804,2026-02-22,10:09:38,43804,,,,L?,43804,,,,,"Detection, Localization, Gamma-ray"
GRB 260221B,,Fermi/GBM,328.4,75.0,8.4,43800,2026-02-21,23:18:22,43800,,,,S?,43800,,,,,"Detection, Localization, Gamma-ray"
GRB 260221A,,Fermi/GBM,213.3,51.9,6.6,43795,2026-02-21,16:22:52,43795,,,,L?,43795,,,,,"Detection, Localization, Gamma-ray"
GRB 260219A,,"AstroSat/CZTI, Fermi/GBM, GECAM-B",167.4,9.6,2.7,43785,2026-02-19,14:04:53,43785,13.0,4.0,43787.0,L?,"43789, 43785, 43787",100-500 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260217A,,Fermi/GBM,278.43,-5.3,11.59,43780,2026-02-17,09:18:12.010000,43780,,,,L?,43780,,,,,"Detection, Localization, Gamma-ray"
GRB 260216A,,Fermi/GBM,292.5,-25.0,12.6,43765,2026-02-16,21:15:57,43765,,,,L?,43765,,,,likely due to distant particles.,"Detection, Localization, Gamma-ray"
GRB 260214A,EP260214a,Fermi/GBM,,,,43759,2026-02-14,20:37:00,43759,16.0,,43759.0,,43759,,0.18,43845,,"Detection, Localization, Refined Localization, Gamma-ray, X-ray, Spectroscopy"
GRB 260213B,,Fermi/GBM,155.7,-45.6,1.6,43725,2026-02-13,17:40:09.970000,43726,,,,L?,"43726, 43725",,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 260213A,,"GECAM-B, Fermi/GBM",244.99,-18.22,11.02,43722,2026-02-13,08:23:49.800000,43767,1.5,0.7,43767.0,"S, S?","43767, 43722",,,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260212A,,"Konus-Wind, IPN, GECAM-B, SVOM/GRM, Fermi/GBM, Glowbug, AstroSat/CZTI",228.9,74.1,1.1,43716,2026-02-12,17:49:06.400000,43719,10.5,,43719.0,"L, L?","43772, 43769, 43736, 43727, 43740, 43719, 43716, 43741","15-5000 keV, 10-1000 keV, 100-500 keV",,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260210C,,Fermi/GBM,338.7,22.6,7.5,43690,2026-02-10,19:49:42,43690,,,,L?,43690,,,,,"Detection, Localization, Gamma-ray"
GRB 260210B,,Fermi/GBM,6.0,-48.3,10.3,43688,2026-02-10,18:14:06,43688,,,,L?,43688,,,,,"Detection, Localization, Gamma-ray"
GRB 260210A,,"Glowbug, AstroSat/CZTI, SVOM/GRM",254.0,19.0,57.0,43714,2026-02-10,11:27:33.624000,43689,27.6,,43689.0,L,"43689, 43686, 43714","100-500 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260209B,,Konus-Wind,,,,43703,2026-02-09,18:24:33.996000,43703,26.0,,43703.0,,43703,,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 260209A,,Fermi/GBM,75.8,33.0,9.2,43656,2026-02-09,02:45:57,43656,,,,L?,43656,,,,,"Detection, Localization, Gamma-ray"
GRB 260208D,,Fermi/GBM,327.7,-39.0,6.9,43653,2026-02-08,21:42:45,43653,,,,L?,43653,,,,,"Detection, Localization, Gamma-ray"
GRB 260208C,,"AstroSat/CZTI, SVOM/GRM, Fermi/GBM",281.3,-49.2,2.3,43646,2026-02-08,15:12:17.500000,43685,13.0,8.0,43685.0,"L, L?","43685, 43679, 43646","20-200 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260208B,,"Fermi/GBM, AstroSat/CZTI, Fermi/LAT, SVOM/GRM",99.64,-13.84,0.06,43647,2026-02-08,09:52:44,43638,147.0,1.0,43650.0,L?,"43649, 43677, 43638, 43639, 43647, 43650","10-1000 keV, 20-200 keV, 15-5000 keV",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260208A,,"Fermi/GBM, Glowbug, NuSTAR, GECAM-B, Fermi/LAT, TERI",204.57,33.77,0.15,43645,2026-02-08,05:07:25.856000,43675,53.2,,43675.0,"L?, L","43642, 43675, 43635, 43674, 43658, 43673, 43645, 43896",10-1000 keV,2.36,"43694, 43666, 43664, 43673, 43662, 43770, 43771",,"Detection, Localization, Gamma-ray, Optical; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Optical, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, Observation"
GRB 260207B,,"Konus-Wind, GECAM-B, Fermi/GBM, AstroSat/CZTI, IPN, GRID",292.9,50.0,2.8,43629,2026-02-07,13:12:07,43680,0.09,0.06,43680.0,"L, S, L?","43712, 43644, 43634, 43680, 43629, 43691, 43710","10-1000 keV, 20-200 keV",,,,"Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260207A,,Fermi/GBM,160.45,-34.44,3.29,43628,2026-02-07,05:42:33.650000,43628,,,,L?,43628,,,,,"Detection, Localization, Gamma-ray"
GRB 260206A,,MAXI/GSC,78.322,-40.534,0.33,43624,2026-02-06,08:47:33,43624,,,,,43624,,,,Hard X-ray burst from 4U 0513-40.,"Detection, Localization, X-ray, Upper Limit"
GRB 260204B,,Fermi/GBM,338.5,-50.1,6.4,43614,2026-02-04,16:50:06,43614,,,,L?,43614,,,,,"Detection, Localization, Gamma-ray"
GRB 260131B,,MAXI/GSC,24.348,34.351,0.11,43580,2026-01-31,06:43:02,43580,,,,,43580,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 260131A,,"MAXI/GSC, GRID, Insight-HXMT/HE, Fermi/GBM, Konus-Wind",21.9,26.9,1.8,43579,2026-01-31,06:39:30,43605,10.5,1.4,43605.0,"L?, L","43586, 43605, 43591, 43579, 43590, 43585",10-1000 keV,"1.435, 1.434, <1.95","43604, 43600, 43595",,"Detection, Localization, Gamma-ray, Optical; Detection, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260130A,,"Insight-HXMT/HE, Fermi/GBM, GECAM-B",48.7,64.17,1.6,43575,2026-01-30,13:29:20,43569,0.5,,43575.0,"S, S?","43603, 43575, 43602, 43569",10-1000 keV,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260129B,,Fermi/GBM,0.36,-67.05,10.6,43562,2026-01-29,10:06:57,43562,,,,L?,43562,,,,,"Detection, Localization, Gamma-ray"
GRB 260129A,,Fermi/GBM,160.4,-46.8,9.7,43560,2026-01-29,04:33:12,43560,,,,L?,43560,,,,,"Detection, Localization, Gamma-ray"
GRB 260128A,EP260128a,"Fermi/GBM, Konus-Wind",,,,43556,2026-01-28,23:38:19,43556,16.0,,43556.0,L,"43556, 43592",20-1500 keV,>5,43555,,"Detection, Localization, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 260127B,,"Fermi/GBM, AstroSat/CZTI, IPN, Konus-Wind, Insight-HXMT/HE, GECAM-B",190.4,56.9,5.2,43533,2026-01-27,20:02:32,43533,1.0,,43573.0,"S, S?","43573, 43576, 43533, 43559, 43701, 43598, 43597","10-1000 keV, 20-200 keV",0.12,43538,,"Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 260127A,,"Fermi/GBM, Swift/BAT, GECAM-B",231.879,6.758,0.0283333333333333,43563,2026-01-27,17:50:34,43529,50.0,,43529.0,L?,"43528, 43563, 43529, 43596, 43546","15-150 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 260125B,,Fermi/GBM,77.1,17.6,11.6,43511,2026-01-25,10:25:45,43511,,,,L?,43511,,,,,"Detection, Localization, Gamma-ray"
GRB 260125A,,Fermi/GBM,148.7,-2.9,8.9,43510,2026-01-25,07:36:58,43510,,,,L?,43510,,,,,"Detection, Localization, Gamma-ray"
GRB 260122B,,Swift/BAT,336.096,-59.176,0.0266666666666666,43507,2026-01-22,23:13:10,43502,15.0,,43502.0,,"43507, 43502",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing"
GRB 260122A,,Fermi/GBM,307.8,-12.8,6.5,43498,2026-01-22,09:33:43,43498,,,,L?,43498,,,,,"Detection, Localization, Gamma-ray"
GRB 260121A,,"IPN, Konus-Wind",213.591,-62.629,,43564,2026-01-21,02:22:29.319000,43611,21.6,,43611.0,L,"43564, 43611",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260120C,,Fermi/GBM,262.0,3.4,9.3,43482,2026-01-20,23:07:06,43482,,,,S?,43482,,,,,"Detection, Localization, Gamma-ray"
GRB 260120B,,"Swift/BAT, Fermi/GBM, SVOM/GRM, Konus-Wind, AstroSat/CZTI",284.701,61.905,0.0333333333333333,43493,2026-01-20,18:00:22.680000,43504,5.0,1.5,43504.0,"L?, L","43493, 43477, 43506, 43517, 43504, 43489, 43479","15-150 keV, 15-5000 keV, 20-200 keV, 10-1000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Optical, Timing"
GRB 260120A,,"Fermi/GBM, GECAM-B, AstroSat/CZTI",345.9,-24.7,2.5,43467,2026-01-20,04:01:54,43467,3.1,1.1,43508.0,"L?, L","43467, 43505, 43508",20-200 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 260115A,,"AstroSat/CZTI, Fermi/GBM, GECAM-B",112.0,7.9,4.6,43420,2026-01-15,17:46:45,43417,4.8,2.4,43434.0,L?,"43453, 43420, 43434, 43417",100-500 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
