GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
GRB 260510A,,Fermi/GBM,0.5,-41.9,6.1,44508.0,2026-05-10,02:46:19,44508.0,,,,L?,44508,,,,"Detection, Localization, Gamma-ray"
GRB 260509A,,"SVOM/ECLAIRs, SVOM",176.887,0.2095,0.0786666666666666,44504.0,2026-05-09,21:51:03,44504.0,14.7,0.6,44504.0,,"44514, 44507, 44675, 44504","4-120 keV, 5-20 keV","<1.95, <4",,"Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray, Optical, Redshift; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Timing"
GRB 260507B,EP260507a,"Fermi/GBM, EP/WXT",206.899,-22.2364,0.0027777777777777,44500.0,2026-05-07,13:47:44,44500.0,15.0,,44500.0,,"44499, 44500, 44488",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Refined Localization, X-ray, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Observation"
GRB 260507A,,"GRID, Fermi/GBM",287.5,-21.3,2.4,44493.0,2026-05-07,20:27:59.700000,44583.0,19.3,3.2,44583.0,"L, L?","44583, 44630, 44493",,,,"Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260506B,,"Glowbug, AstroSat/CZTI, Fermi/GBM",280.7,-6.1,1.5,44485.0,2026-05-06,13:07:23,44484.0,20.5,,44559.0,L?,"44559, 44503, 44484, 44485",20-200 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 260506A,,"Fermi/GBM, Glowbug",145.7,76.1,7.2,44481.0,2026-05-06,06:28:47.264000,44558.0,0.32,,44558.0,"S?, S","44481, 44558",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 260504C,,SVOM/GRM,,,,44471.0,2026-05-04,07:10:06.600000,44471.0,0.26,0.08,44471.0,S,44471,15-5000 keV,,,"Detection, Gamma-ray, Timing, Observation"
GRB 260504B,,"AstroSat/CZTI, SVOM/GRM, SVOM, GECAM-B, Konus-Wind, SVOM/ECLAIRs",351.2451,-80.3291,0.0818333333333333,44454.0,2026-05-04,09:31:16.450000,44487.0,0.5,0.1,44454.0,S,"44487, 44470, 44454, 44473, 44474, 44468, 44486","20-200 keV, 8-120 keV, 4-120 keV",,,"Detection, Gamma-ray, Timing; Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 260504A,,Fermi/GBM,308.8,48.4,5.0,44452.0,2026-05-04,09:12:58,44452.0,,,,L?,44452,,,,"Detection, Localization, Gamma-ray"
GRB 260503A,,"GECAM-B, Fermi/GBM, SVOM/GRM",287.1,-2.0,2.6,44451.0,2026-05-03,20:40:17,44451.0,21.0,4.0,44480.0,L?,"44480, 44451, 44465",15-5000 keV,,,"Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260502A,,"Fermi/GBM, SVOM/GRM",283.76,57.62,13.77,44447.0,2026-05-02,05:01:00.250000,44447.0,0.61,0.28,44466.0,"S?, S","44447, 44466",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260430B,,"AstroSat/CZTI, Glowbug",,,,44469.0,2026-04-30,16:04:22.184000,44478.0,49.2,,44478.0,L,"44469, 44478",20-200 keV,,,"Detection, Timing; Detection, Gamma-ray, Timing"
GRB 260429B,EP260429a,"AstroSat/CZTI, EP/WXT",240.629,-9.588,0.0316666666666666,44426.0,2026-04-29,14:41:11,44426.0,250.0,,44426.0,L,"44443, 44426",100-500 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, X-ray, Spectroscopy, Timing, Observation"
GRB 260429A,,"IPN, Fermi/GBM, SVOM/GRM",283.9,18.1,2.6,44425.0,2026-04-29,23:24:02,44459.0,0.16,,44430.0,"S, S?","44459, 44430, 44425, 44439","10-1000 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260428A,,"IPN, TERI, Fermi/GBM, GECAM-B, SVOM/GRM, AstroSat/CZTI",277.0,1.9,2.1,44415.0,2026-04-28,14:20:34.992000,44678.0,5.6,6.8,44423.0,"S, L?, L","44458, 44678, 44415, 44423, 44424, 44421","15-5000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 260424C,,Fermi/GBM,171.74,20.24,14.8,44413.0,2026-04-24,15:30:22.500000,44413.0,,,,S?,44413,,,,"Detection, Localization, Gamma-ray"
GRB 260424B,,"IPN, Glowbug, AstroSat/CZTI, Konus-Wind, SVOM/GRM",348.155,41.208,,44411.0,2026-04-24,23:37:22,44411.0,1.4,0.6,44410.0,S,"44411, 44418, 44435, 44416, 44410","100-500 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation"
GRB 260424A,,AstroSat/CZTI,,,,44404.0,2026-04-24,00:22:01.500000,44404.0,,,,L,44404,20-200 keV,,,"Detection, Timing"
GRB 260424,,Fermi/GBM,,,,44406.0,2026-04-24,03:08:33,44406.0,,,,,44406,,,,"Detection, Upper Limit, Observation"
GRB 260421C,,Fermi/GBM,295.0,64.2,3.1,44369.0,2026-04-21,08:25:19,44369.0,,,,L?,44369,,,,"Detection, Localization, Gamma-ray"
GRB 260421B,,"Fermi/GBM, SVOM, SVOM/ECLAIRs, SVOM/GRM, Insight-HXMT/HE",189.9811,-17.7676,0.0535,44362.0,2026-04-21,04:13:17,44362.0,26.3,6.0,44397.0,"L?, L","44360, 44361, 44382, 44368, 44362, 44383, 44397, 44377, 44389, 44387, 44364, 44401","10-1000 keV, 8-120 keV, 4-120 keV, 15-5000 keV","2.115, <3.5",,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Observation; Detection, Gamma-ray, X-ray, Timing"
GRB 260421A,,"Fermi/GBM, AstroSat/CZTI",198.8,62.9,8.2,44358.0,2026-04-21,02:12:43.910000,44380.0,,,,"S?, S","44358, 44380",100-500 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 260419B,,Fermi/GBM,137.1,-33.8,9.6,44347.0,2026-04-19,07:49:50,44347.0,,,,L?,44347,,,,"Detection, Localization, Gamma-ray"
GRB 260419A,,"Fermi/GBM, AstroSat/CZTI",317.4,-34.4,2.3,44346.0,2026-04-19,07:09:40,44346.0,,,,"L?, L","44346, 44390",20-200 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 260419,,Fermi/GBM,,,,44345.0,2026-04-19,07:10:56,44345.0,,,,,44345,,,,"Detection, Upper Limit, Observation"
GRB 260418B,,Fermi/GBM,34.7,-40.5,4.0,44340.0,2026-04-18,16:20:21,44340.0,,,,L?,44340,,,,"Detection, Localization, Gamma-ray"
GRB 260418A,,"Insight-HXMT/HE, Fermi/GBM",140.6,29.3,18.1,44335.0,2026-04-18,04:49:35,44374.0,0.3,0.55,44374.0,"S, S?","44374, 44335",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260417B,,Fermi/GBM,264.8,-27.4,8.4,44331.0,2026-04-17,15:43:55,44331.0,,,,L?,44331,,,,"Detection, Localization, Gamma-ray"
GRB 260417A,EP260417a,"EP/WXT, AstroSat/CZTI, Fermi/GBM, SVOM/GRM",245.3232,-22.0249,0.0027777777777777,44337.0,2026-04-17,00:10:05,44317.0,38.0,15.0,44349.0,"L, L?","44337, 44330, 44317, 44349, 44325","100-500 keV, 15-5000 keV",,,"Detection, Localization, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, X-ray, Spectroscopy, Observation"
GRB 260415C,,Konus-Wind,,,,44463.0,2026-04-15,07:40:59.163000,44463.0,11.3,,44463.0,L,44463,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260415B,,"NuSTAR, Glowbug, Fermi/GBM, CALET",229.43,24.94,9.03,44300.0,2026-04-15,02:25:27.664000,44313.0,272.2,,44313.0,"L, L?","44302, 44313, 44300, 44371",,,,"Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260415A,,"Insight-HXMT/HE, Fermi/GBM, CALET",58.5,-24.0,5.5,44299.0,2026-04-15,04:43:58.340000,44372.0,36.2,1.5,44372.0,L?,"44311, 44299, 44372",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing"
GRB 260415,,Fermi/GBM,,,,44298.0,2026-04-15,04:08:29,44298.0,,,,,44298,,,,"Detection, Upper Limit, Observation"
GRB 260414A,,"Insight-HXMT/HE, Glowbug, Fermi/GBM",17.0,39.8,6.0,44293.0,2026-04-14,06:31:55,44293.0,34.5,11.0,44320.0,L?,"44320, 44297, 44293",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260413A,,Fermi/GBM,87.0,-64.0,26.0,44289.0,2026-04-13,13:43:37,44289.0,,,,S?,44289,,,,"Detection, Localization, Gamma-ray"
GRB 260412A,,"Fermi/GBM, Insight-HXMT/HE, SVOM/ECLAIRs, SVOM",79.9074,-44.5851,0.0448333333333333,44276.0,2026-04-12,06:13:35,44378.0,165.0,2.6,44378.0,L?,"44275, 44294, 44279, 44378, 44276","10-1000 keV, 4-120 keV, 8-120 keV",,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 260411C,,Konus-Wind,,,,44461.0,2026-04-11,05:53:56.871000,44461.0,24.3,,44461.0,L,44461,,,,"Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260411B,,"Fermi/GBM, SVOM/GRM, TERI, Glowbug, IPN, Konus-Wind",83.2,2.8,1.0,44262.0,2026-04-11,08:04:35,44329.0,55.6,,44332.0,"L, L?","44266, 44268, 44684, 44312, 44329, 44274, 44262, 44263, 44332","10-1000 keV, 15-5000 keV",<3.5,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Redshift, Host Galaxy, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260411A,,"Fermi/GBM, SVOM/GRM",153.6,12.0,9.6,44261.0,2026-04-11,06:36:28,44261.0,2.0,3.2,44270.0,S?,"44261, 44270",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing, Observation"
GRB 260410B,,"Fermi/GBM, SVOM/GRM, Insight-HXMT/HE",4.2,37.7,5.6,44255.0,2026-04-10,12:22:26,44255.0,0.2,0.12,44257.0,"S?, S","44255, 44257, 44288, 44273","15-5000 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 260410A,,"Insight-HXMT/HE, Konus-Wind, Fermi/LAT, CALET, Fermi/GBM, Glowbug",110.67,-20.94,0.17,44253.0,2026-04-10,07:03:55.848000,44290.0,0.38,,44290.0,"S, S?","44287, 44286, 44253, 44283, 44258, 44252, 44290",10-1000 keV,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 260409A,,"Fermi/GBM, Insight-HXMT/HE",298.8,61.6,2.0,44249.0,2026-04-09,17:32:45,44249.0,43.0,6.0,44267.0,L?,"44249, 44267",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing"
GRB 260407B,,SVOM/GRM,,,,44269.0,2026-04-07,10:58:55.900000,44269.0,0.11,0.06,44269.0,S,44269,15-5000 keV,,Possible magnetar X-ray burst.,"Detection, Gamma-ray, X-ray, Spectroscopy, Timing"
GRB 260407A,,"Fermi/GBM, CALET, Insight-HXMT/HE, GECAM-B, Glowbug, TERI",71.4,28.2,2.1,44226.0,2026-04-07,09:11:06.110000,44242.0,22.6,5.0,44242.0,"L?, L","44226, 44242, 44245, 44246, 44237, 44683",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation"
GRB 260404A,,Fermi/GBM,165.79,-48.56,18.12,44238.0,2026-04-04,23:57:08.960000,44238.0,,,,S?,44238,,,,"Detection, Localization, Gamma-ray"
GRB 260404,,Fermi/GBM,,,,44218.0,2026-04-04,06:00:27,44218.0,,,,,44218,,,,"Detection, Upper Limit, Observation"
GRB 260403A,,"AstroSat/CZTI, Fermi/GBM",236.2,-31.0,5.0,44195.0,2026-04-03,02:31:27,44195.0,,,,"L, L?","44202, 44195",20-200 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260402C,,"NuSTAR, AstroSat/CZTI",,,,44198.0,2026-04-02,13:13:00,44198.0,,,,L,"44198, 44197",20-200 keV,,,"Detection, Timing"
GRB 260402B,,Fermi/GBM,238.4,0.2,11.4,44193.0,2026-04-02,22:57:17,44193.0,,,,L?,44193,,,,"Detection, Localization, Gamma-ray"
GRB 260402A,EP260402a,"EP/WXT, SVOM/ECLAIRs, SVOM",170.9607,63.6128,0.0027777777777777,44201.0,2026-04-02,10:29:33,44201.0,,,,,"44186, 44201, 44236, 44182, 44181","4-120 keV, 5-20 keV",,,"Detection, Localization, X-ray, Observation; Detection, Localization, Refined Localization, X-ray, Optical, Infrared, Spectroscopy, Observation; Detection, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, X-ray, Timing, Observation"
GRB 260401A,,"NuSTAR, SVOM/GRM, MAXI/GSC, GRID, Fermi/GBM, CALET",219.942,-17.349,0.06,44176.0,2026-04-01,10:53:19,44176.0,27.0,,44179.0,"L, L?","44178, 44188, 44176, 44228, 44179, 44177, 44175, 44174","15-5000 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Upper Limit; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray"
GRB 260330B,,"SVOM/ECLAIRs, Fermi/GBM, SVOM",252.555,36.862,0.111,44157.0,2026-03-30,14:19:31,44159.0,,,,,"44210, 44159, 44157","4-120 keV, 5-20 keV",,,"Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 260330A,,"Glowbug, Fermi/GBM",93.6,-44.6,2.8,44151.0,2026-03-30,03:40:18.400000,44161.0,16.0,,44161.0,L?,"44161, 44151",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260329,,Fermi/GBM,,,,44149.0,2026-03-29,23:15:52,44149.0,,,,,44149,,,,"Detection, Upper Limit, Observation"
GRB 260327A,,"Insight-HXMT/HE, AstroSat/CZTI",,,,44148.0,2026-03-27,02:28:49.450000,44130.0,98.0,14.0,44148.0,L,"44148, 44130",100-500 keV,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing"
GRB 260326A,,"Fermi/GBM, Insight-HXMT/HE, GRID",97.9,25.4,1.0,44115.0,2026-03-26,01:18:28,44138.0,13.3,0.6,44138.0,"L?, L","44115, 44143, 44118, 44138",10-1000 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 260325A,,Fermi/GBM,113.3,-59.7,3.2,44116.0,2026-03-25,23:39:37.550000,44116.0,,,,L?,44116,,,,"Detection, Localization, Gamma-ray"
GRB 260323A,,Fermi/GBM,100.1,-77.1,5.5,44097.0,2026-03-23,23:51:27,44097.0,,,,L?,44097,,,,"Detection, Localization, Gamma-ray"
GRB 260322A,,Fermi/GBM,301.0,-61.8,7.9,44094.0,2026-03-22,10:45:40,44094.0,,,,S?,44094,,,,"Detection, Localization, Gamma-ray"
GRB 260321A,,"SVOM, Fermi/GBM, SVOM/ECLAIRs",219.574,31.674,0.1408333333333333,44071.0,2026-03-21,18:11:48,44071.0,,,,,"44071, 44072, 44164","8-120 keV, 4-50 keV",,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Refined Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Upper Limit"
GRB 260320A,,"NuSTAR, GRID, Konus-Wind, IPN, Insight-HXMT/HE, Glowbug",316.117,6.388,,44121.0,2026-03-20,19:40:01.257000,44167.0,13.1,,44167.0,L,"44064, 44109, 44167, 44121, 44077, 44093",,,,"Detection, Localization, Gamma-ray, Timing; Detection, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, X-ray, Timing; Detection, Gamma-ray, Timing"
GRB 260318A,,"Glowbug, Fermi/GBM, SVOM/GRM",303.6,57.0,1.0,44049.0,2026-03-18,22:35:47,44049.0,28.5,8.0,44055.0,L?,"44066, 44049, 44055",15-5000 keV,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260317A,,Fermi/GBM,255.62,-18.51,13.33,44041.0,2026-03-17,20:01:51.980000,44041.0,,,,S?,44041,,,,"Detection, Localization, Gamma-ray"
GRB 260316B,,"SVOM/GRM, Konus-Wind, IPN, AstroSat/CZTI, Fermi/GBM, CALET",305.5,-79.3,3.2,44031.0,2026-03-16,17:12:52,44031.0,2.5,,44165.0,"L, L?","44039, 44166, 44111, 44035, 44031, 44165, 44100","15-5000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 260316A,EP260316a,"Fermi/GBM, EP/WXT",226.9819,27.4455,0.0027777777777777,44034.0,2026-03-16,12:32:52,44034.0,22.0,,44034.0,,"44029, 44034",,,,"Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing; Detection, Localization, Refined Localization, Gamma-ray, X-ray, Spectroscopy, Observation"
GRB 260314A,,"Glowbug, GECAM-B, Fermi/GBM",260.2,62.9,8.2,43997.0,2026-03-14,00:58:49.312000,44028.0,6.1,,44028.0,L?,"44028, 44008, 43997",,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray"
GRB 260314,,Fermi/GBM,,,,44012.0,2026-03-14,02:22:50,44012.0,,,,,44012,,,,"Detection, Upper Limit, Observation"
GRB 260313A,,Fermi/GBM,241.16,5.8,5.8,43995.0,2026-03-13,12:00:28,43987.0,,,,"L?, S","44047, 43987, 43995",,,,"Detection, Gamma-ray; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray"
GRB 260312B,,"Fermi/GBM, GRID, AstroSat/CZTI, Glowbug",25.9,-3.9,1.9,43969.0,2026-03-12,09:46:45,43976.0,12.3,,43976.0,"L, L?","43970, 44018, 43989, 43976, 43969",20-200 keV,,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 260312A,,Swift/BAT,351.609,-3.533,0.05,43965.0,2026-03-12,02:57:00,43965.0,30.0,,43965.0,,43965,,,Solar flare.,"Detection, Gamma-ray, X-ray, Optical, Timing, Observation"
GRB 260311B,,Fermi/GBM,278.5,0.4,11.7,43964.0,2026-03-11,18:57:55,43964.0,,,,L?,43964,,,,"Detection, Localization, Gamma-ray"
GRB 260311A,,Fermi/GBM,291.3,-43.5,10.8,43957.0,2026-03-11,03:35:40,43957.0,,,,S?,43957,,,,"Detection, Localization, Gamma-ray"
GRB 260310B,,"Insight-HXMT/HE, GECAM-B, Fermi/GBM",119.6,12.9,6.7,43955.0,2026-03-10,21:41:23,43955.0,46.0,7.0,43967.0,L?,"43992, 43967, 43955",,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 260310A,,"AstroSat/CZTI, EP/WXT, NuSTAR, Fermi/GBM",213.6,78.7,4.3,43951.0,2026-03-10,04:57:10,43951.0,60.0,,43975.0,"L, L?","43977, 43958, 44095, 44172, 44063, 44278, 43975, 44053, 43951, 43981, 44248, 44057, 43986, 44134","100-500 keV, 3-79 keV, 10-1000 keV","0.153, 0.11, >0.7",,"Detection, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, X-ray, Optical, Spectroscopy, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray; Gamma-ray, Spectroscopy, Redshift; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Radio, Redshift, Observation; Optical, Spectroscopy, Redshift, Host Galaxy, Observation"
GRB 260308A,,"Insight-HXMT/HE, Fermi/GBM, SVOM/GRM",250.2,-32.6,3.6,43949.0,2026-03-08,20:05:52,43949.0,1.5,0.4,43960.0,"S?, S","43983, 43949, 43960",15-5000 keV,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 260307B,,"Fermi/GBM, SVOM/ECLAIRs, SVOM",155.576,-21.062,0.1335,43940.0,2026-03-07,13:45:06,43940.0,,,,,"43948, 43953, 43940","4-120 keV, 8-120 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
